,city,job_title,company_name,location,summary,salary
230,Washington+DC,Statistician/Consult Predictive Analytics,Dun & Bradstreet,"Reston, VA 20190",Drive timely retrieval of risk analytics data from existing systems to create algorithms that meet business needs....,Nothing_found
231,Washington+DC,Computer Scientist (Data Management),U.S. Federal Government,"Washington, DC",Provide data governance and stewardship support maintaining standardization and ownership rules for data resources in collaboration with business areas data...,Nothing_found
232,Washington+DC,Data Scientist,Coverent,"McLean, VA","Coverent is seeking a Data Scientist to lead quantitative research and program evaluation activities as part of a multidisciplinary, mission-focused data...",Nothing_found
233,Washington+DC,Data Scientist,Vencore,"McLean, VA",Handle processing and index requests against high-volume collections of data and high-velocity data streams. Has the ability to make discoveries in the world of...,Nothing_found
234,Washington+DC,Data Scientist/Advanced Analytics and Modeling Consultant,Deloitte,"Arlington, VA 22209 (Radnor-Ft Myer Heights area)","4 + years of data mining and predictive modeling experience. Extensive knowledge of tools for data mining and statistics (SAS, R, SPSS, Matlab)....",Nothing_found
235,Washington+DC,Sr. Data Scientist,Pivotal Software,"Washington, DC","A proven passion for generating insights from data, with a strong familiarity with the higher-level trends in data growth, open-source platforms, and public...",Nothing_found
236,Washington+DC,Data Scientist,Deloitte,"Arlington, VA 22209",Gathering data from both information systems and personal interactions. Do you want to build your brand by working for a leading consulting firm that drives...,Nothing_found
237,Washington+DC,Data Scientist,Leidos,"Suitland, MD 20752",O Statistical data analysis and use of data analysis tools (e.g. O Data preparation and visualization/presentation....,Nothing_found
238,Washington+DC,Data Scientist,Central Intelligence Agency,"Washington, DC","Data Scientists organize and interpret Big Data to inform US decision makers, drive successful operations and shape CIA technology and resource investments....","$62,338 - $119,794 a year"
239,Boulder,People Data Scientist (Temporary),"Terumo BCT, Inc.","Lakewood, CO","As a People Data Scientist, you'll help us analyze our people data better to support insights at scale. Thorough understanding of data science process and data...",Nothing_found
240,Boulder,Quantitative Risk Analyst,CoBank,"Denver, CO","This role is responsible for assessing the performance and suitability of models by evaluating their mathematical theory and construct, analyzing the relevance...",Nothing_found
241,Boulder,SQL Server DBA,iNovate Solutions,"Louisville, CO","Perform data research in support of analysts and data scientists. In this role, you will be responsible for understanding the system data, performing quality...",Nothing_found
242,Boulder,Research Analyst – Office of Institutional Research & Analysis,University of Denver,"Denver, CO","Your proficiency working with complex data. Ability to explore data models and build queries to efficiently extract, analyze, and report data from multiple...",Nothing_found
243,Boulder,Software Development Engineer - Machine Learning,Conga,"Broomfield, CO",Knowledge of industry standards and trends on Big Data. Create and maintain machine learning models with a focus on big data....,Nothing_found
244,Boulder,Business Intelligence Director,CREDIT UNION OF COLORADO,"Denver, CO","Working knowledge of data architecture, database design, data modeling and data warehousing. Consult on disaster recovery, data replication and other...",Nothing_found
245,Boulder,Principal Systems Information Engineer (661137),Ball Aerospace,"Boulder, CO","Ensure that relevant threat and vulnerability data is considered in support of information security decisions. Our team of more than 3,000 engineers, scientists...",Nothing_found
246,Boulder,Systems Information Engineer II (661714),Ball Aerospace,"Boulder, CO","Ensure that relevant threat and vulnerability data is considered in support of information security decisions. Our team of more than 3,000 engineers, scientists...",Nothing_found
247,Boulder,"Sr Staff Scientist, R&D",DigitalGlobe,"Westminster, CO",Experience with 3D and elevation data. Please review the job details below....,Nothing_found
248,Boulder,"Senior Associate, Data Scientist - Optimization",KPMG,"Denver, CO 80202 (Lodo area)","KPMG is currently seeking a Senior Associate, Data Scientist - Optimization, to join our Advanced Data and Analytics Organization....",Nothing_found
249,Boulder,Competitive Research Analyst,Layer3 TV,"Denver, CO","Strong analytical skills, including ability to analyze large data sets, identify insights, and synthesize how insights impact business decisions....",Nothing_found
250,Boulder,JCSDA Software Engineer/Programmer II - JEDI,UCAR,"Boulder, CO",This position is under the Joint Center for Satellite Data Assimilation (JCSDA) and provides partial support for the Joint Effort for Data assimilation...,Nothing_found
251,Boulder,Principal Machine Learning Engineer,Pearson,"Centennial, CO","+ Develop scalable data processing pipelines. Together with a highly multi-disciplinary team of engineers, scientists, strategic partners, product managers and...",Nothing_found
252,Boulder,Principal Engineer I - Data Scientist,Spectrum,"Centennial, CO 80122","The Principal Engineer- Data Scientist will be responsible for designing, building and extracting large and complex data sets while thinking strategically about...",Nothing_found
253,Boulder,Watershed Scientist,Denver Water,"Denver, CO 80204","Is currently seeking a qualified candidate to assist us as a Watershed Scientist. Conduct and manage consultants for data collection, field studies, ecosystem...","$5,486 a month"
